,textID,text,sentiment
22848,c5bee8f356,Just chillin`.. I`m a bit bored boohoo  !,neutral
22227,807a71e9d1, i cannot deal w/ this tweet. lol.,negative
6309,ca4b9c7919,woke up from napping  finally got the sleep i needed,positive
23676,4d34639c6e,Sulking at home while it rained was poor strategy.  Now i`m watching the sun shine from a desk in the Robarts reference room.,negative
13165,9af20a2f7a,HaPPy Mothers Day!!!,positive
21618,420d46f643,It`s starting to look like the  website may not happen in any form,negative
6062,6dee75f6ce, I`m on msn now,neutral
916,c16a52d2a7, nice clutch,positive
23357,c1ccec468f,watching americas next top model yah haha,positive
25769,2a23171680,"  sorry, I`m back.. food was calling my name..lol..all is good here  and HI! , sorry I haven`t said sooner lol",neutral
3726,bcb2863df2," if I do that, I`ll have no pc",neutral
23343,53ccdd0572, You bet!...I`ll be there in spirit (I`m in the UK really LOL) Like the pic BTW ****  x,positive
125,6649f3558c, Not a prob hun,positive
4920,fbbd0a36a0,Sitting here twittering~~up at 3 am yuk! I want some messages!  Blue Monday!!,neutral
8008,1bfbfda136,"sigh.. stayed up late cause was on a role w/ assessment, now I`m so tired my eyes r stinging & my head hurts.. & I still need 500 words",negative
23143,448055f8d6,my pic is back..  out of the blue..,neutral
4079,50beac3041,_west and by music I meant awesome Christian artists.,positive
24686,29dac23fcb, i can`t figure out how to listen to it from the internet,negative
20991,2d2b117213, WTF!!!!  LMAO!!! *Just got hit in the head with bloody balls*,negative
16512,26e4fa628a,http://twitpic.com/4wh0l - im in love wit this fool from college hill,positive
18774,fa6fd14810, congrads on engagement/bridal shower! sounds like fun for upcoming 'jump out of the audience'  wd love to join in!,positive
10051,9fcaa348c0,At the reception eating some nasty **** pasta Woot! But other than that its beautiful!,neutral
10519,8e39cb3b6f,I only have one day left in school  My 16th is approaching,neutral
17464,79207fbab3,"Come on Kirk, hook up your Wii to the wifi....you can do eeet!",positive
21478,87ba30555f,"My new design portfolio is finally on the web: http://www.designia.nl - Still needs some tweaking on the details but it`s ok for now,",neutral
16098,533a07da93,Golden Girls marathon about to end  #lofnotc,neutral
18280,9bda7c0138, I agree. I danced with my dad to 'Kind & Generous' at my wedding. HUGE fan.,positive
7538,58cbdac642,Is at the botanical gardens and its beautiful but she forgot an extra memory card so no pictures today,positive
5239,43e06613b9,Happy Star Wars Day everyone!  Whats everyone up to this rainy bank holiday?  I am heading out soon for coffee with my mum then shopping,positive
6777,96b9af9a9b,forgot the montel quote  and it was a good one..,neutral
85,3d2fcd78c8,Happy Star Wars day everyone! and Enjoy the holiday (UK),positive
25754,cf94d6bb60, _defcon1 I gather you guys continued the drinking after I left?,neutral
15701,ab447d7be6,Kakabalik lang from Tarlac. Good aftie.,positive
5472,54c81c54bf,woke up.,neutral
16536,bd86d1998e,Just finished watching He`s Just Not That Into You.  Loved it.,positive
25099,febc97f069, LOLL im a college girl...bahahah i love these blogs they`re so funny!,positive
17862,9abee8d4e9,2 more weeks of school not including weekends. omg right on. im so excited yet scared. omg. ahhhh. i can`t wait to grad.,neutral
20509,98e834b2fa,Ughh. That Miley creature song has infested itself in my brain!,negative
14326,77f0ca1130,"butterfly fly away- miley ray  , oh & happy mothers day <3 love u mami.",positive
18921,173b6b6ee3, at the store! Lol I don`t have any liquour here,neutral
18962,303b1cad71,Really!,neutral
10857,d1d2309e99,i hate rain and people.,negative
12141,a343a74b07,Man i hate church. Has to be done though. I like the way it makes other people feel good,neutral
20746,d2d487b0e9, haha. Hope U have a Great Laugh as Laughter is the Best Medicine,positive
9340,4d519b3bc7," that is definitely an easier way of saying it, yes",positive
18296,f9e26a302b, Hahahahahahahahahah! That tickled me so much!,positive
9616,ffb65346f7,going to bed. i love the jonas brothers!! the last time me and megan were together was the weekend of the premiere of JONAS!! -lauryn <33,positive
26094,103c6d1b10,Finally. Deleted her number from my phone contacts  #heartbreak,negative
1981,c3af043193,Morning all. I appear to have a bit of a sore head. Perhaps the bag of pork scratchings for dinner wasn`t such a good idea,negative
17745,26b3a9cf93,"sooooooo NOT happy, wattching disney channel....rubbish rubbish rubbishhhhhh, didnt get my jonas 3d poster  the dude wasnt there but im..",negative
910,1841a654de,"Baby baby, it`s gonna be all right when I`m by your side and the whole world turns against you... I ? it when my Ipod randoms BSB songs",neutral
12338,917ebb327b,wonders why am I so clumsy lately?  http://plurk.com/p/x28ka,negative
11342,ba5360e2d7,"Getting ready to go to sleeep! Grinding early in the morning! Yay, money!",positive
20066,b5939b4393,Oh... I miss the Piano.,negative
20025,143d5c2a90,'No more sorrow'! by: Linkin Park....,neutral
19283,24804e84b1,Just finished cleaning the bathroom.  Now I smell like clorox,negative
1587,3b50246867,Link per my daughter  us.mobile.reuters.com/mobile/m/AnyArticle/p.rdt?URL=http://www.reuters.com/article/bigMoney/idUS1284981420090508,neutral
13472,8e7d8d2a14, well i miss her i think she would really like it  re:trina,neutral
8996,0039c7e4a4,is gonna have an irish wedding,neutral
15141,2505a44c46,"damnnn this day came to fast, but i cherished all the moment i had",positive
17209,4642bda024,_Lynn _raquel ahh man  ok if y`all end up doin sumthin else let me kno so I can meet y`all 2 see wht yal gone do..,neutral
22823,d715925ecd, That would panic me a little!  Maybe you can read on an orbitron at the gym like I do...when all else fails?!?,negative
12631,6b15ed25e7,Love the 3 mile 3AM runs. They make me smile,positive
11912,c63202a91d,  ah you say the nicest things,positive
26607,b154ec432c,There`s like no one I ACTUALLY know on this shizz! Am dum diggin` it,negative
3926,d03cc049ad,greeeeeeeeeeeat  this summer i have four classes...if you know me...u know why,positive
20972,cd1f1226ad, Why online one download this week?,neutral
5843,9f04d486fb," If you click on Settings, there is a link to the public timeline at the bottom of that page.",neutral
12052,cd5791e778," YAY! Hope your day at work is wonderful, Sis! We have a Bank Holiday in England today so everyone is off work",positive
19404,1cfece4d62,So it`s Friday... I have to keep reminding myself since every day seems the same,neutral
11798,c6f0eeae39,Up way way way to early this am....thanks _benson,positive
17292,c310c327c5, Cover the tomm. event baby! Id like a live blogging on it,neutral
13681,5e95d1255c, rest well!,positive
7903,d3c4b3ea9e, ha ha  thank you!,positive
16157,91c8163fc4,gooooodnight  i fully gave up on my english. pride and prejudice. love the movie HATE the book ;),neutral
24579,3b7c6be2f1,"thinking about having lunch soon, but we have no food in",neutral
26413,fe32c3e4df,What a nice young guy at dunkin donuts let me go first,positive
16978,f44f383125,feels not good at all,negative
22221,b33e103327, you are a good child.,positive
24164,03603ac4f6,"just got home from Tillie`s dance recital. lol, it was spectacular!",positive
16849,acbda380bf,Last days of maternity leave,neutral
7711,c68ca0493a,"http://twitpic.com/4j95z - I don`t know why, but I LOLd.",neutral
18036,ca9d4dddc2, No.  Just sitting around sculpting tiny koi.,neutral
24572,4994f93bd6,i bit my tongue sooo bad...it`s swollen.,negative
13600,0e876182ab,_taff_jones  Oh and...NEVAR USE KDE IT IS MADE OF FAIL!,negative
11936,6bc20cdd81, im listening to people saying eww at out current frog disection  poor froggy.,negative
15811,1c24573c67,Printing from Opera gives me a much better result (but printing to PDF it names it _stdin_.pdf) - always gotta compromise,positive
23820,eb6391f98d, those aren`t even the old dolls...they are the new ones that look like sailor moon!,neutral
26456,fa168135cf,_1990 i kno i came in coz the sun kept going behind the clouds but now it has come back  sat in my window now on the floor lol,neutral
16832,db69625f16,Never has a chance of sleeping before midnight  my mind is so tired......,negative
15643,ba583b5330," heyy!  told me to follow u, whatsup?",neutral
2786,e79c31c31c, Not a problem at all sis - respect due,positive
7498,0948a8ea57, // your FACE is stupid.   thanks... i miss you too. HA!,neutral
2662,a6b98b0931,Hope ur all havin a nice Friday! Been feeling down this past week since my dog`s passing...,neutral
27196,650c4b89cc, i wish i could but it would cost too much to call you all the way from the UK,negative
1321,4bf07d44a1,'I want you in my mouth and my **** b!tch' mm jeffree rawks,neutral
9313,bfddf4f6a2," ... rather than outdated & bigoted at worst, and outdated, patronising, imperialist, monoculturalist & self-righteous at best.",negative
10183,09d07cd42b,for the whole time ?,neutral
6071,018b4fb3d3,just downed 10 live abalone sashimi with 2 bottles of sake with father-in-law.  Very happy,positive
18095,b87a9d5781,Happy Friday! I just realized I left my cell phone at home today though,positive
12537,4bf221814c, Snap. I`m the same with any reality show. Watch the first and I`m hooked   Very sad,negative
7440,14f76fadf5,I can`t I`m on my iPhone,neutral
21320,03c7b5c498,_Gov hi gov!! How are you?,neutral
11225,bd6b984f76, Great!,positive
11788,3f578016c0,its impossible to watch in full ANY flash video with my mac after 5.7,negative
18942,8a819304fa," I have a Palm now. I would like an HTC HD, but it costs 3 times more than my phone",neutral
13782,7d64708739,"Um. Why can`t I write **** tonight? I like ****. I want to write ****. Yet, nothing. No ****.",positive
19738,e0b6147fcb,"_: '  Good evening, kind sir *bows*' ? http://blip.fm/~5z7zv",positive
18561,49c587ce4c," - No work, but gotta be here till 9pm  Enna kodumai sir idhu...",negative
8391,63d0fdd158,"still fighting off this cold, ugh",positive
15114,f9d6eaac1e, seen u a couple of times. Liked it,positive
4023,6b4a84c31c,I`m so getting the cold,neutral
1535,7bf530de4a,This has been a dismal week.,negative
16607,ff2704a5fa,Har vondt i ryggen My back hurts,negative
20058,66fbea38f0," Follow me please, so I can DM you...",neutral
12264,e2d82b16c7, They`re for my mama  I always bake late and get worried that the mixer is gonna bother people.,negative
22017,1f03b34f07,Come See Me Live On Stickam  http://www.stickam.com/valentine_rock,neutral
23406,cba905f962,Salad from krogers...  I was hungry.,neutral
22296,ced5c302f5,listening to jubey snoring on the phone  hehe goodnight,positive
2888,fb0e1b0b5d, Philly hasn`t played it yet!!!  You have to do something about that!! Please,positive
6993,69a4e7a6f5," Ouch, I`m sorry then",negative
12349,ae02c0e0b1," One of my good friends in the states has it covered now, but thank you again!",positive
19639,4b20332170,Ready for Eastenders - going to be a good one!! .. Then the last BGT Semi Final  .. FINAL tomorrow night though  Exciting stuff...,positive
23683,a089b92224, I`m not having a good day... can u cheer me up with a tweet?  Even Tink will do. LOL.,negative
9969,1795d33bc6,arriving at itexa. Lots of mails to read and some work to do  thanks god weekend is just here,positive
24212,28f02419f9, i hope you feel better,positive
1106,5c3060444c,HAPPY MOMMA`s DAY ALL. HONOR YOUR MOMs  sign up for #maternalhealth  here`s for all mothers and luvin kids out there:  http://bit.ly/Bpekk,positive
13273,8fad6df5db,Ugh cramps  and it`s hot,negative
9610,2c16d85f9d, What happened? ... Doctors don`t get sick!   hope you get well soon...,neutral
20913,dbba006190,"#freeagentapp free trial ran out today, cannot subscribe because Abby accidentally canceled my card - still waiting for a new one",negative
1169,32f71e09e0, he didn`t know there was going to be a test,neutral
15281,7c427a95b5, - i can do 'Nana' or 'Nana Rocks' for you in rhinestones & do printed onesies for them 'my nana loves me',neutral
21252,fcc9210884,Is sat in her PJs drinking tea and watching the Politics Show. Lovely,positive
15122,9620f483d0, it was me the whole time I did a ton of things so u would believe me but u wouldn`t listen or let me prove it. Or blve me,negative
6411,00b2a5b40a, ouuhh dont cry  i feel so sad right now,negative
5361,730cddf438, i`m fake. . Is that the same?   ~K~,neutral
18907,c3f103b7f4,http://twitpic.com/67di2 - This is what I meant when I said my skin is terrible. Plus sunburnt chest.,negative
24747,9ed3b39ceb, Yeah he`s also partial to JT and TI Dead and Gone and Pink`s Sobre,neutral
23419,e92c3eac9b, Oh no!!  Hope you get better for your show in Argentina! Good luck!,positive
4476,c42803ec3a," That`s true. Unfortunately, the leads in the movies don`t die on such a high note. It`s more the Friday The 13th model",negative
12710,d9a986cfee,i have a sunburn line on my back from the tag sticking out of my tank top all day..... ugh. i need aloe vera!! went to the park again,neutral
18676,257010ac59,Work around the house  boo,negative
21341,67aa37e0aa, Thanks  #sigjeans,positive
23501,9fce0ac9cf," Hey, nothing wrong with that!",positive
16942,445b836fd9,sinus headaches suck big time!,negative
23763,1816dab1c5,watching short stack tv,neutral
9993,8b73d55b3e, your not in school,neutral
27148,be068f6d80,Someone just **** up birthday **** for me ...  he basically said the song is about a **** being selfish ... Listen to the song carefully,negative
26146,ba442319a3, see ya there,neutral
16645,872830f3fe,Is not going to service tonight due to the fact that i`ve yet to find a dress for prom tomorrow. Ugh,neutral
18405,a025e21634,Nothing like In `n` Out and a LOST marathon after a long day of work.,negative
10531,0da534d307,I wish i could sleep past four a.m. on my nights off  good morning!,positive
694,b3719416fa,I`m hungry  wife is at a Bodyshop Party and is bringing a takeaway home with her - how much longer will the party go on?,neutral
3561,d9d3225697,"The one day I do my hair, weather sucks  where is the sun?",negative
12077,6a6681e10c,cant decide on wht i wanna do with the rest of my day...i think i may go bk 2 sleep  woe is me! uugghh! lol,neutral
21293,e4c90eab17,Wishing I could see N*E*R*D headline @ Fest at DePaul tonight,neutral
607,4e85f6e9b0,missed out on westcott micro apollo too,negative
16131,c757d2ef17,Lossing power while your in your house alone? Not fucckinggg cool. Party at cakss!,negative
23874,80f12a2f56, Thanks! I`m going to the Laker game tonight. Sec 108. I LOVE LA!,positive
717,9d30f19fe0,has a terrible headache.  I need relief!,negative
7382,53053f3bff,i`m pretty bored/tried. my mom is going to be home in an hour.  is fixing to leave. aww...  she`s going to texas for a month..,negative
7061,1de2ebdaa0,sooo tired of this cubicle,negative
8950,8fd8dfd4b9,is feeling the effects of spring. My sinuses are killing me,negative
16409,9d9d77c46d,Looking for the  in Coal Harbour. Can`t find it!,negative
10336,21671fec73,  awww for me I just think she`s tooo young or just not ready for it - tis painful to watch her so upset,negative
26369,6bad917c6f,"Watching videos on Facebook makes me feel like the biggest creep. Which I guess I am. Also, tweet #200! Woohoo!",negative
16024,235e9a1055,Just reached my Cellgroup leader`s house and he is surprised that I`m dry. Haha.  - http://tweet.sg,negative
13209,3587b03d9f, You`re phone is off,neutral
25247,81ea08af92,Anyone want my chocolate nutella mochi? Its just gonna go to waste,neutral
1158,db7d1f9d88, you have no interview today?,neutral
5627,12b05ce33b,"sorry to hear that  It`s going okay, just tweeting away  ",negative
1539,3e31fec7cb, I don`t feel like having to reboot  If only OSX supported Hibernate & Reboot in Bootcamp... -.-,neutral
15636,aefe4a32b6," not this part, unfortunately.",negative
619,ae8fd767fc,I`m sleepy but is feeling under the weather! ugh! These **** tonsils. I need some company or somebody to talk too!,negative
25967,0682174ce4, o iight we gonna miss you tonight,negative
17462,d917b7bac0,Sinse i had dis thing..not 1 reply not 1 message. Nuffin! pshh who cares..i know im special  X,neutral
6715,f7206aab57,has a tummy ache,negative
8212,67beae3c7f," _kat I`ve begged my mum to lt me get them out the attic.. but she wont let me  Waaa... and yes, was spoilt! hehe!",negative
25155,8e762fc337," i love the cheesey ones, and the cool orignal ones  , , , skips i have when my brother has them got to try them u c haha",positive
8231,f60e5eccec,exams. thennn some sexy time.,neutral
903,d19ddcc745,"Ok, back to packing. Have been sitting in car charging phone as charger was left @ home as well",neutral
7765,3b0a210bad,in ten minutes shopping   demi lovato-back around demi lovato-behind enemy lines have you all seen the titanic 2 trailer? its really good!,positive
13843,a0b91d02ba," haha, its cos one of your `tweets` was smile smile smile, so i quoted the boys in reply",positive
12530,3459100496, yes but 75% are on the wrong wireless plan,negative
22188,d24dcf85c7, omg! shannon Happy Birthday!!!! I`m celebrating for you!,positive
24692,b3a17bd6e0, Just the mother of all bad days,negative
1717,185e6acbd4,Kyles going out of town this weekend  play time wif my fwiends. Rawrrr.,positive
11257,e2eb7ab659,I`m Kinda sleepy.. I Was up too late texting a nice boy making date plans for next weekend..,positive
13858,2975048c23," girl, when you crash, it may last for 2 days",neutral
3511,7a3f00a1fe,Tapit:E446WWHLLYAR TK3H6694PRMP 9R46TAHXEFKT please @ reply me if you win! Thanks!,neutral
17705,8ef0a6c70f," hi, the parody for iPhone is hysterical, not because it`s funny, but because one cannot play the video on iPhone",neutral
26088,69a24b165f,taking Willy to the specialist...poor dog! He has to get a CT scan cos he can`t walk properly atm,negative
19903,cde664a518,   HAPPY MOTHERS DAY!! LOVE YOU GUYS...,positive
21310,7f4ebd7979,"If there is one thing the Internet has taught me, is that if I get enough people to listen to me I get to be on The colbert report.  #USA",neutral
7068,db28f06614,Doin the **** Thing Here at the Crib..Bout to Watch Star Trek... Yup,neutral
3533,ce68d406cf,10 more minutes and i never have this class again. Its kinda sad cause this class is so fun,neutral
6381,24939264fe,hey twitter! i`m back online!,neutral
21378,865feed8c0," I`m having exactly the same day you are, man. Just buried over here  #FollowFriday",negative
180,5a254fbb98, no sir...i woulda put honey...but i don`t have any,neutral
24359,352af20eac,Cuba trip booked,neutral
5072,d2c80ece15,baby alex i miss you  ily<3 good night</3,positive
8484,99edd4600f,35 hours in the sun=rash,negative
1278,ac7a56d521,Somebody get me out of work tomorrow.,neutral
1563,d2aacbc517,Fighting with Nagios configuration.  Great tool but the config is a bit of a labour,positive
20437,ef30751b05, that`s sad,negative
16719,b01341ffb3,not a very good day at the house,negative
26309,759fa44191, You gave me the inspiration for my last update.,positive
9631,0fe5621e20, Hey fellow Trojan..congrats on graduation.,positive
4182,117128077a,Brittany moved,neutral
26274,f1eca79622," Well, I`ll have lemon and ranch for you. Not for me, though.",neutral
21131,bce27a09e1,Late night...finally home.,neutral
12705,b2a3efbe89,alrightttt twitter. i have netball nowww  this is my 600th twitter haha  byeeeee,neutral
12458,548556fb49,I don`t know what this is all about  but I`m goin to sleep,neutral
19304,803996a09e,Just lost Internet.  And I was in a raid for 25 OS.,negative
21564,1968e10eb5,seniors done  5 more days!! woohoo!! going out for the night.,positive
21701,bce992a904,_Bayliss Naww... when should we go on mega scotter?,neutral
16454,7a84d2a487,"Man, my sinuses r really buggin me this morning",negative
24651,fa675fc63e,_UK That sucks! I had my exams be4 half term so It`s all good. Although they were major subjects now I have languages and stuff,neutral
23039,136ccb49bf, nope  i`m bored and hungry.,negative
7445,cb64f6d942,is enjoying the night with her folks.,positive
189,a0a306868a,lost my tooth 2day whilst i was eating gum...oww,negative
9473,dbf2760981,2pm today is Quiz Time at the Goat! Game shows to play and prizes to be won! Plus `Toss Off Tommy` for free drinks! Today from 2! x,positive
3800,132e9ba249,11 days till county raly  i had 2 tak 3 from 14 it took me a while,neutral
18325,4c8908e55c, Not any more.,negative
19913,e889de7271,This is scary  they hooked me up to 9 wires n it printed sum graph ohhhhhh,negative
18456,ae9bb8cf6b,"New crisis, my bag is too eavy for my DoE",neutral
9003,5ef969f006," wow, that`s cool  bytheway, i love your new TV show",positive
24985,e0fe9e38a0," Oh whoops, my bad",negative
13920,d423fe1be8,Computer is packed away. There goes my life. Right into a cardboard box.,negative
4187,cbf2c62757, hi my name is Chelsea and i respect your opinion when it comes to dwts. you were great on there too!,positive
20775,434076dc8c,having to use IE =/ firefox is playing up and i don`t know why  will try and fix it tomorrow.,neutral
24115,7acea31723,http://twitpic.com/4qfl3 - haha^^ I love it,positive
25347,139d69ebfb,Is relaxing in bed for a while before I go to sleep. It was nice to get out of my house for a while tonight,positive
5752,a6ec2fcc06, Have you guys heard about the flu that`s been going around? Swine Flu? Hope you guys are safe  There`ve been deaths already. :-S,neutral
20511,0e7155812a, ehhehehe thanks,positive
7998,08c6ce4251,"Schools out, but works in",neutral
4843,f16554ab38,The dj`s and partypeople were great again at CC. Kicking  Next one June 7,positive
10260,20251532a7,: I`m real,neutral
3249,62ac88ef56,"math is all that is left for the day, then the DMV",neutral
7369,754fee0f03,So my first aid shift started out with some excitement but now it`s kinda died down...  I wish I could do this more often!,neutral
11531,4006d614d9,Can`t Play Solitaire For **** lol  More Updates Soon (Y),neutral
14450,4fdd2fa268, He`s a good lad is wore Phil...  known each other for 22 years now... seems like 5 minutes!!  haha   You ok Hayley?,positive
27326,73e3635542,going to the cinema to see ghost of girlfriends past!,neutral
13537,fa52ceb912, Major Fail. Since you asked,negative
13347,dc74f7168c,My cat died of kidney failure during my math test  This day needs to get better.,neutral
14069,3fa8b56288, Did you know its Star Wars Day today... May the 4th be with you!,neutral
20013,ddc928067a, Hello. New follower lang po. Tweet to meet you.,neutral
12664,97a2ee5921, yeah I imagine you did,neutral
