,Unnamed: 0,textID,text,sentiment,norm_obj_score,norm_pos_score,norm_neg_score,norm_final_score,pred_sent
97,6309,ca4b9c7919,woke up from napping  finally got the sleep i needed,positive,0.38,0.53,0.09,0.44000000000000006,positive
98,23676,4d34639c6e,Sulking at home while it rained was poor strategy.  Now i`m watching the sun shine from a desk in the Robarts reference room.,negative,0.0,0.0,1.0,-1.0,negative
99,13165,9af20a2f7a,HaPPy Mothers Day!!!,positive,0.93,0.05,0.02,0.030000000000000002,neutral
100,21618,420d46f643,It`s starting to look like the  website may not happen in any form,negative,0.91,0.01,0.08,-0.07,neutral
101,6062,6dee75f6ce, I`m on msn now,neutral,0.96,0.03,0.01,0.019999999999999997,neutral
102,916,c16a52d2a7, nice clutch,positive,0.0,1.0,0.0,1.0,positive
103,23357,c1ccec468f,watching americas next top model yah haha,positive,0.28,0.71,0.01,0.7,positive
104,25769,2a23171680,"  sorry, I`m back.. food was calling my name..lol..all is good here  and HI! , sorry I haven`t said sooner lol",neutral,0.0,0.17,0.83,-0.6599999999999999,negative
105,3726,bcb2863df2," if I do that, I`ll have no pc",neutral,1.0,0.0,0.0,0.0,neutral
106,23343,53ccdd0572, You bet!...I`ll be there in spirit (I`m in the UK really LOL) Like the pic BTW ****  x,positive,0.0,1.0,0.0,1.0,positive
107,125,6649f3558c, Not a prob hun,positive,0.56,0.13,0.31,-0.18,neutral
108,4920,fbbd0a36a0,Sitting here twittering~~up at 3 am yuk! I want some messages!  Blue Monday!!,neutral,0.83,0.09,0.08,0.009999999999999995,neutral
109,8008,1bfbfda136,"sigh.. stayed up late cause was on a role w/ assessment, now I`m so tired my eyes r stinging & my head hurts.. & I still need 500 words",negative,0.0,0.0,1.0,-1.0,negative
110,23143,448055f8d6,my pic is back..  out of the blue..,neutral,0.85,0.02,0.13,-0.11,neutral
111,4079,50beac3041,_west and by music I meant awesome Christian artists.,positive,0.0,1.0,0.0,1.0,positive
112,24686,29dac23fcb, i can`t figure out how to listen to it from the internet,negative,0.5,0.01,0.49,-0.48,neutral
113,20991,2d2b117213, WTF!!!!  LMAO!!! *Just got hit in the head with bloody balls*,negative,0.1,0.2,0.7,-0.49999999999999994,mixed
114,16512,26e4fa628a,http://twitpic.com/4wh0l - im in love wit this fool from college hill,positive,0.0,0.99,0.01,0.98,positive
115,18774,fa6fd14810, congrads on engagement/bridal shower! sounds like fun for upcoming 'jump out of the audience'  wd love to join in!,positive,0.05,0.95,0.0,0.95,positive
116,10051,9fcaa348c0,At the reception eating some nasty **** pasta Woot! But other than that its beautiful!,neutral,0.0,0.49,0.51,-0.020000000000000018,mixed
117,10519,8e39cb3b6f,I only have one day left in school  My 16th is approaching,neutral,0.97,0.02,0.01,0.01,neutral
118,17464,79207fbab3,"Come on Kirk, hook up your Wii to the wifi....you can do eeet!",positive,0.98,0.01,0.01,0.0,neutral
119,21478,87ba30555f,"My new design portfolio is finally on the web: http://www.designia.nl - Still needs some tweaking on the details but it`s ok for now,",neutral,0.84,0.11,0.05,0.06,neutral
120,16098,533a07da93,Golden Girls marathon about to end  #lofnotc,neutral,0.95,0.04,0.01,0.03,neutral
121,18280,9bda7c0138, I agree. I danced with my dad to 'Kind & Generous' at my wedding. HUGE fan.,positive,0.06,0.93,0.01,0.92,positive
122,7538,58cbdac642,Is at the botanical gardens and its beautiful but she forgot an extra memory card so no pictures today,positive,0.03,0.87,0.1,0.77,positive
123,5239,43e06613b9,Happy Star Wars Day everyone!  Whats everyone up to this rainy bank holiday?  I am heading out soon for coffee with my mum then shopping,positive,0.15,0.51,0.34,0.16999999999999998,mixed
124,6777,96b9af9a9b,forgot the montel quote  and it was a good one..,neutral,0.0,1.0,0.0,1.0,positive
125,85,3d2fcd78c8,Happy Star Wars day everyone! and Enjoy the holiday (UK),positive,0.01,0.66,0.33,0.33,mixed
126,25754,cf94d6bb60, _defcon1 I gather you guys continued the drinking after I left?,neutral,0.79,0.18,0.03,0.15,neutral
127,15701,ab447d7be6,Kakabalik lang from Tarlac. Good aftie.,positive,0.0,1.0,0.0,1.0,positive
128,5472,54c81c54bf,woke up.,neutral,0.57,0.17,0.26,-0.09,neutral
129,16536,bd86d1998e,Just finished watching He`s Just Not That Into You.  Loved it.,positive,0.0,1.0,0.0,1.0,positive
130,25099,febc97f069, LOLL im a college girl...bahahah i love these blogs they`re so funny!,positive,0.0,1.0,0.0,1.0,positive
131,17862,9abee8d4e9,2 more weeks of school not including weekends. omg right on. im so excited yet scared. omg. ahhhh. i can`t wait to grad.,neutral,0.06,0.72,0.22,0.5,mixed
132,20509,98e834b2fa,Ughh. That Miley creature song has infested itself in my brain!,negative,0.01,0.0,0.99,-0.99,negative
133,14326,77f0ca1130,"butterfly fly away- miley ray  , oh & happy mothers day <3 love u mami.",positive,0.08,0.92,0.0,0.92,positive
134,18921,173b6b6ee3, at the store! Lol I don`t have any liquour here,neutral,0.1,0.89,0.01,0.88,positive
135,18962,303b1cad71,Really!,neutral,0.67,0.22,0.11,0.11,neutral
136,10857,d1d2309e99,i hate rain and people.,negative,0.0,0.0,1.0,-1.0,negative
137,12141,a343a74b07,Man i hate church. Has to be done though. I like the way it makes other people feel good,neutral,0.0,0.5,0.5,0.0,mixed
138,20746,d2d487b0e9, haha. Hope U have a Great Laugh as Laughter is the Best Medicine,positive,0.2,0.78,0.02,0.76,positive
139,9340,4d519b3bc7," that is definitely an easier way of saying it, yes",positive,0.02,0.98,0.0,0.98,positive
140,18296,f9e26a302b, Hahahahahahahahahah! That tickled me so much!,positive,0.4,0.58,0.02,0.5599999999999999,positive
141,9616,ffb65346f7,going to bed. i love the jonas brothers!! the last time me and megan were together was the weekend of the premiere of JONAS!! -lauryn <33,positive,0.0,1.0,0.0,1.0,positive
142,26094,103c6d1b10,Finally. Deleted her number from my phone contacts  #heartbreak,negative,0.01,0.01,0.98,-0.97,negative
143,1981,c3af043193,Morning all. I appear to have a bit of a sore head. Perhaps the bag of pork scratchings for dinner wasn`t such a good idea,negative,0.0,0.0,1.0,-1.0,negative
144,17745,26b3a9cf93,"sooooooo NOT happy, wattching disney channel....rubbish rubbish rubbishhhhhh, didnt get my jonas 3d poster  the dude wasnt there but im..",negative,0.0,0.0,1.0,-1.0,negative
145,910,1841a654de,"Baby baby, it`s gonna be all right when I`m by your side and the whole world turns against you... I ? it when my Ipod randoms BSB songs",neutral,0.06,0.92,0.02,0.9,positive
146,12338,917ebb327b,wonders why am I so clumsy lately?  http://plurk.com/p/x28ka,negative,0.0,0.01,0.99,-0.98,negative
147,11342,ba5360e2d7,"Getting ready to go to sleeep! Grinding early in the morning! Yay, money!",positive,0.01,0.98,0.01,0.97,positive
148,20066,b5939b4393,Oh... I miss the Piano.,negative,0.12,0.78,0.1,0.68,positive
149,20025,143d5c2a90,'No more sorrow'! by: Linkin Park....,neutral,0.01,0.93,0.06,0.8700000000000001,positive
150,19283,24804e84b1,Just finished cleaning the bathroom.  Now I smell like clorox,negative,0.88,0.1,0.02,0.08,neutral
151,1587,3b50246867,Link per my daughter  us.mobile.reuters.com/mobile/m/AnyArticle/p.rdt?URL=http://www.reuters.com/article/bigMoney/idUS1284981420090508,neutral,0.99,0.0,0.01,-0.01,neutral
152,13472,8e7d8d2a14, well i miss her i think she would really like it  re:trina,neutral,0.17,0.62,0.21,0.41000000000000003,positive
153,8996,0039c7e4a4,is gonna have an irish wedding,neutral,0.62,0.31,0.07,0.24,neutral
154,15141,2505a44c46,"damnnn this day came to fast, but i cherished all the moment i had",positive,0.01,0.98,0.01,0.97,positive
155,17209,4642bda024,_Lynn _raquel ahh man  ok if y`all end up doin sumthin else let me kno so I can meet y`all 2 see wht yal gone do..,neutral,0.1,0.77,0.13,0.64,positive
156,22823,d715925ecd, That would panic me a little!  Maybe you can read on an orbitron at the gym like I do...when all else fails?!?,negative,0.01,0.0,0.99,-0.99,negative
157,12631,6b15ed25e7,Love the 3 mile 3AM runs. They make me smile,positive,0.0,1.0,0.0,1.0,positive
158,11912,c63202a91d,  ah you say the nicest things,positive,0.0,1.0,0.0,1.0,positive
159,26607,b154ec432c,There`s like no one I ACTUALLY know on this shizz! Am dum diggin` it,negative,0.62,0.17,0.21,-0.03999999999999998,neutral
160,3926,d03cc049ad,greeeeeeeeeeeat  this summer i have four classes...if you know me...u know why,positive,0.0,1.0,0.0,1.0,positive
161,20972,cd1f1226ad, Why online one download this week?,neutral,0.86,0.03,0.11,-0.08,neutral
162,5843,9f04d486fb," If you click on Settings, there is a link to the public timeline at the bottom of that page.",neutral,1.0,0.0,0.0,0.0,neutral
163,12052,cd5791e778," YAY! Hope your day at work is wonderful, Sis! We have a Bank Holiday in England today so everyone is off work",positive,0.01,0.99,0.0,0.99,positive
164,19404,1cfece4d62,So it`s Friday... I have to keep reminding myself since every day seems the same,neutral,0.84,0.14,0.02,0.12000000000000001,neutral
165,11798,c6f0eeae39,Up way way way to early this am....thanks _benson,positive,0.0,1.0,0.0,1.0,positive
166,17292,c310c327c5, Cover the tomm. event baby! Id like a live blogging on it,neutral,0.83,0.15,0.02,0.13,neutral
167,13681,5e95d1255c, rest well!,positive,0.18,0.76,0.06,0.7,positive
168,7903,d3c4b3ea9e, ha ha  thank you!,positive,0.0,1.0,0.0,1.0,positive
169,16157,91c8163fc4,gooooodnight  i fully gave up on my english. pride and prejudice. love the movie HATE the book ;),neutral,0.15,0.25,0.6,-0.35,negative
170,24579,3b7c6be2f1,"thinking about having lunch soon, but we have no food in",neutral,0.97,0.01,0.02,-0.01,neutral
171,26413,fe32c3e4df,What a nice young guy at dunkin donuts let me go first,positive,0.0,1.0,0.0,1.0,positive
172,16978,f44f383125,feels not good at all,negative,0.0,0.0,1.0,-1.0,negative
173,22221,b33e103327, you are a good child.,positive,0.0,1.0,0.0,1.0,positive
174,24164,03603ac4f6,"just got home from Tillie`s dance recital. lol, it was spectacular!",positive,0.0,1.0,0.0,1.0,positive
175,16849,acbda380bf,Last days of maternity leave,neutral,0.88,0.03,0.09,-0.06,neutral
176,7711,c68ca0493a,"http://twitpic.com/4j95z - I don`t know why, but I LOLd.",neutral,0.88,0.07,0.05,0.020000000000000004,neutral
177,18036,ca9d4dddc2, No.  Just sitting around sculpting tiny koi.,neutral,0.01,0.0,0.99,-0.99,negative
178,24572,4994f93bd6,i bit my tongue sooo bad...it`s swollen.,negative,0.0,0.0,1.0,-1.0,negative
179,13600,0e876182ab,_taff_jones  Oh and...NEVAR USE KDE IT IS MADE OF FAIL!,negative,0.0,0.0,1.0,-1.0,negative
180,11936,6bc20cdd81, im listening to people saying eww at out current frog disection  poor froggy.,negative,0.0,0.0,1.0,-1.0,negative
181,15811,1c24573c67,Printing from Opera gives me a much better result (but printing to PDF it names it _stdin_.pdf) - always gotta compromise,positive,0.01,0.97,0.02,0.95,positive
182,23820,eb6391f98d, those aren`t even the old dolls...they are the new ones that look like sailor moon!,neutral,0.7,0.12,0.18,-0.06,neutral
183,26456,fa168135cf,_1990 i kno i came in coz the sun kept going behind the clouds but now it has come back  sat in my window now on the floor lol,neutral,0.0,1.0,0.0,1.0,positive
184,16832,db69625f16,Never has a chance of sleeping before midnight  my mind is so tired......,negative,0.0,0.0,1.0,-1.0,negative
185,15643,ba583b5330," heyy!  told me to follow u, whatsup?",neutral,0.85,0.12,0.03,0.09,neutral
186,2786,e79c31c31c, Not a problem at all sis - respect due,positive,0.01,0.93,0.06,0.8700000000000001,positive
187,7498,0948a8ea57, // your FACE is stupid.   thanks... i miss you too. HA!,neutral,0.09,0.56,0.35,0.21000000000000008,mixed
188,2662,a6b98b0931,Hope ur all havin a nice Friday! Been feeling down this past week since my dog`s passing...,neutral,0.0,1.0,0.0,1.0,positive
189,27196,650c4b89cc, i wish i could but it would cost too much to call you all the way from the UK,negative,0.47,0.02,0.51,-0.49,negative
190,1321,4bf07d44a1,'I want you in my mouth and my **** b!tch' mm jeffree rawks,neutral,0.12,0.07,0.81,-0.74,negative
191,9313,bfddf4f6a2," ... rather than outdated & bigoted at worst, and outdated, patronising, imperialist, monoculturalist & self-righteous at best.",negative,0.0,0.0,1.0,-1.0,negative
192,10183,09d07cd42b,for the whole time ?,neutral,0.81,0.15,0.04,0.10999999999999999,neutral
193,6071,018b4fb3d3,just downed 10 live abalone sashimi with 2 bottles of sake with father-in-law.  Very happy,positive,0.01,0.99,0.0,0.99,positive
194,18095,b87a9d5781,Happy Friday! I just realized I left my cell phone at home today though,positive,0.14,0.85,0.01,0.84,positive
195,12537,4bf221814c, Snap. I`m the same with any reality show. Watch the first and I`m hooked   Very sad,negative,0.0,0.0,1.0,-1.0,negative
196,7440,14f76fadf5,I can`t I`m on my iPhone,neutral,0.99,0.0,0.01,-0.01,neutral
197,21320,03c7b5c498,_Gov hi gov!! How are you?,neutral,0.99,0.01,0.0,0.01,neutral
198,11225,bd6b984f76, Great!,positive,0.0,1.0,0.0,1.0,positive
199,11788,3f578016c0,its impossible to watch in full ANY flash video with my mac after 5.7,negative,0.01,0.0,0.99,-0.99,negative
200,18942,8a819304fa," I have a Palm now. I would like an HTC HD, but it costs 3 times more than my phone",neutral,0.01,0.76,0.23,0.53,positive
201,13782,7d64708739,"Um. Why can`t I write **** tonight? I like ****. I want to write ****. Yet, nothing. No ****.",positive,0.23,0.69,0.08,0.61,positive
202,19738,e0b6147fcb,"_: '  Good evening, kind sir *bows*' ? http://blip.fm/~5z7zv",positive,0.0,1.0,0.0,1.0,positive
203,18561,49c587ce4c," - No work, but gotta be here till 9pm  Enna kodumai sir idhu...",negative,0.47,0.1,0.43,-0.32999999999999996,neutral
204,8391,63d0fdd158,"still fighting off this cold, ugh",positive,0.0,0.0,1.0,-1.0,negative
205,15114,f9d6eaac1e, seen u a couple of times. Liked it,positive,0.0,1.0,0.0,1.0,positive
206,4023,6b4a84c31c,I`m so getting the cold,neutral,0.93,0.05,0.02,0.030000000000000002,neutral
207,1535,7bf530de4a,This has been a dismal week.,negative,0.0,0.0,1.0,-1.0,negative
208,16607,ff2704a5fa,Har vondt i ryggen My back hurts,negative,0.0,0.0,1.0,-1.0,negative
209,20058,66fbea38f0," Follow me please, so I can DM you...",neutral,0.99,0.01,0.0,0.01,neutral
210,12264,e2d82b16c7, They`re for my mama  I always bake late and get worried that the mixer is gonna bother people.,negative,0.0,0.0,1.0,-1.0,negative
211,22017,1f03b34f07,Come See Me Live On Stickam  http://www.stickam.com/valentine_rock,neutral,0.6,0.37,0.03,0.33999999999999997,neutral
212,23406,cba905f962,Salad from krogers...  I was hungry.,neutral,0.0,0.0,1.0,-1.0,negative
213,22296,ced5c302f5,listening to jubey snoring on the phone  hehe goodnight,positive,0.25,0.74,0.01,0.73,positive
214,2888,fb0e1b0b5d, Philly hasn`t played it yet!!!  You have to do something about that!! Please,positive,0.91,0.05,0.04,0.010000000000000002,neutral
215,6993,69a4e7a6f5," Ouch, I`m sorry then",negative,0.0,0.0,1.0,-1.0,negative
216,12349,ae02c0e0b1," One of my good friends in the states has it covered now, but thank you again!",positive,0.0,1.0,0.0,1.0,positive
217,19639,4b20332170,Ready for Eastenders - going to be a good one!! .. Then the last BGT Semi Final  .. FINAL tomorrow night though  Exciting stuff...,positive,0.01,0.98,0.01,0.97,positive
