,Unnamed: 0,textID,text,sentiment,norm_obj_score,norm_mixed_score,norm_pos_score,norm_neg_score,norm_final_score,pred_sent
13,18080,fb96065ecc, totally agree,positive,0.284146249294281,0.003317762166261673,0.466283917427063,0.24625210464000702,0.22003181278705597,positive
14,17895,7ccc3bafa7,lamentablemente paso  #jrztwitterlunch,neutral,0.007102766074240208,1.050102582667023e-06,0.000182312898687087,0.9927137494087219,-0.9925314365100348,negative
15,23347,74f8315d8a," Wow, that is good  I`m on Mac too with XP via Parallels if you ever need a tester ;)",positive,0.004071962554007769,5.926249286858365e-07,0.995754599571228,0.00017285121430177242,0.9955817483569263,positive
16,12248,e5b3486ba2,"wow, nothing like a sale to perk up a girl`s evening, huh!",positive,0.41127070784568787,5.426670759334229e-05,0.24801376461982727,0.3406612277030945,-0.09264746308326721,neutral
17,14842,40c25ade49,"me 10 - 630, andrew 8 - 4. No idea about the rest, I think it was Ben and Princeton which could be fun  lol I`m going to be late",positive,0.6344783306121826,0.00029358227038756013,0.27993303537368774,0.08529505133628845,0.1946379840373993,neutral
18,6141,753afb695b,Yesssssssssss! A rocket to the moon is  going on warped!,neutral,0.19644421339035034,2.2387675926438533e-05,0.7898188829421997,0.013714487664401531,0.7761043952777982,positive
19,22033,5ff9641dc0,Another great song to sing along with....    ? http://blip.fm/~5jhtq,positive,0.014732148498296738,1.9044571217818884e-06,0.9851282238960266,0.00013773053069598973,0.9849904933653306,positive
20,13855,4f8932c7f9,favorite shirt ruined:death by bleach  #fb,negative,0.2650294005870819,0.005507139954715967,0.01377071999013424,0.7156928181648254,-0.7019220981746912,negative
21,21185,2c9ef954f2, your face makes people laugh. cause you`re so ugly. so you`re half-way there,negative,0.08386411517858505,0.7275577187538147,0.1283307671546936,0.060247451066970825,0.06808331608772278,mixed
22,7994,ea6111edea, don`t you agree?,neutral,0.20331701636314392,0.6466333866119385,0.0535101555287838,0.0965394601225853,-0.0430293045938015,mixed
23,15824,aa7e1f4fe4,someones dead on army wives. Dad just laughed and Mum got annoyed with him. I wanna watch Britains Got Talent,neutral,0.2105647772550583,0.0016380163142457604,0.23050373792648315,0.5572934746742249,-0.3267897367477417,negative
24,13069,e47fb0bfe5,Stupid freshmen ruined theatre class.. Now we don`t get to play warm-up games for the rest of the school year,negative,0.013955331407487392,2.3016459635982756e-06,0.00014233602269086987,0.9858999848365784,-0.9857576488138875,negative
25,13480,a965a49d12,"Mobile phone check-in? Another fail! American`s service came close, but crashed at the gate. I`m now 0 for 3.",negative,0.05493805930018425,0.0001198675818159245,0.01000183541327715,0.9349402189254761,-0.9249383835121989,negative
26,26337,5ec244dacc,"ONE MO TIME BECUZ  HASNT SEEN IT YET!!! AND SHES SOO **** COOL, ILL POST IT JUST 4 HER  http://bbltwt.com/0mqko",positive,0.04700915887951851,1.6298587070195936e-05,0.947909414768219,0.0050650713965296745,0.9428443433716893,positive
27,26753,fbf335c4aa,is cursing AB`s wardrobe handles. One drew blood,negative,0.0677172839641571,4.021640052087605e-05,0.0014989098999649286,0.9307436347007751,-0.9292447248008102,negative
28,4024,8b8ac83fb2,"bec vs fat food   --- winner = fat food  but not this weeknend, ill beat it!",neutral,0.1747027188539505,0.0065228501334786415,0.2580816149711609,0.5606927871704102,-0.30261117219924927,negative
29,16222,14a98e2f09,"  I know! they were running out though, Soph had to get a massive one...",positive,0.4469902515411377,0.0020337568130344152,0.10446080565452576,0.44651517271995544,-0.3420543670654297,neutral
30,18232,1e7b0c1a1b,Got the BrainBone daily question right!  - http://tinyurl.com/c9ryqc,neutral,0.5426612496376038,5.192754088056972e-06,0.45678839087486267,0.0005452063633129001,0.45624318451154977,neutral
31,18890,b2bea50fa1,": Yeah, I fell asleep  I`m sorry. No way in the world I was waking up @ 7am lol. I had to work @ 9am.",negative,0.4002855122089386,0.004462031181901693,0.12566204369068146,0.4695903956890106,-0.34392835199832916,negative
32,6648,d861af4635,Just saw a land rover pull into the school parking lot and thought it was spencer,neutral,0.9867321848869324,3.1633805974706775e-06,0.009358524344861507,0.0039060974959284067,0.005452426848933101,neutral
33,19521,492959359d,_navarro I wish this area offered chinese food delivery,positive,0.6724153161048889,0.0004667825123760849,0.3180607557296753,0.009057237766683102,0.3090035179629922,neutral
34,15631,6ccee02afb, lame right?  do u know what dates you`ll be in Cali?,negative,0.8807819485664368,3.9911374187795445e-06,0.010737868957221508,0.10847612470388412,-0.09773825574666262,neutral
35,26028,57c787ac17,I think I`ve got invisible glass shards in my hands cause my fingers keep having painful pokey feelings,negative,0.21329711377620697,0.00040112121496349573,0.022999560460448265,0.7633021473884583,-0.74030258692801,negative
36,3028,2fa4d0b1b2,"i wanna do something tonight, but that doesnt look very promising",negative,0.04722575843334198,0.01144826877862215,0.013784406706690788,0.9275415539741516,-0.9137571472674608,negative
37,7682,38b6a0f71b, i can so sympathise with that,negative,0.068758025765419,0.00011127629113616422,0.8172388672828674,0.11389181762933731,0.7033470496535301,positive
38,20115,f37cf7cfb8,"Ugh. I hate bad grades. 1st time I`ve ever failed a class and no As- B, B, D, W, I, I! Not like me at all",negative,0.01762712001800537,1.6463689007650828e-06,0.0034500195179134607,0.9789212346076965,-0.9754712150897831,negative
39,15664,d02b6e32c7,"In the UK with no phone service  oh yea and still sick (cough, sniff)",negative,0.14275184273719788,0.0008091953350231051,0.014091603457927704,0.8423473834991455,-0.8282557800412178,negative
40,17513,391708c17e, Aww Thanks!    Glad I appreciated the weather so much yesterday!,positive,0.00019723817240446806,1.6222851400016225e-06,0.9997127652168274,8.828358113532886e-05,0.9996244816356921,positive
41,26829,dc9166b505, and i want to let you know im here for vfc no matter what happens and yes i need a hug to bad i live in delaware,negative,0.7747371792793274,0.0003764163120649755,0.07793153822422028,0.14695480465888977,-0.0690232664346695,neutral
42,9637,35c919dfab, morning. hope its a good day despite the revising,positive,0.09896582365036011,0.014288965612649918,0.8496035933494568,0.037141669541597366,0.8124619238078594,positive
43,22824,b00d7eec65, you called me? didn`t get that.  nest time for sure. maybe i`ll come to LA soon. i hella wana go to Disneyland.,neutral,0.5226944088935852,0.00010422793275211006,0.2461230307817459,0.23107825219631195,0.01504477858543396,neutral
44,8381,cae3d9d9bd,i`m new!!!!! dunno whatta doo!,neutral,0.39581727981567383,8.46602506499039e-06,0.5768493413925171,0.027324894443154335,0.5495244469493628,positive
45,15651,bdf5a8fe4c," eh, you`re a really nice girl   How are you? miss youuuuuuu",neutral,0.0468013770878315,3.0151819373713806e-05,0.9513791799545288,0.0017892700852826238,0.9495899098692462,positive
46,12169,2bd6726389,HAPPY MOTHER`S DAY TO ALL OUR MOMS!,positive,0.007803038693964481,2.7583425890043145e-06,0.9907427430152893,0.0014514126814901829,0.9892913303337991,positive
47,25381,3a85ff666d,I need to get some shut eye... But I just can`t let`s try 1 more time. Ta Ta Twitterworld,neutral,0.499070942401886,6.295560979197035e-06,0.057038564234972,0.4438842535018921,-0.3868456892669201,neutral
48,10153,dd4978c8b7," I`m suffering from the Internet that works bad, only sites hosted on russian servers are available for me",negative,0.3429119288921356,1.0181775905948598e-05,0.007556415628641844,0.6495214104652405,-0.6419649948365986,negative
49,10454,0e856f8823, Yes because I haven`t worn jeans in ages,neutral,0.6252579092979431,4.129666194785386e-06,0.33655259013175964,0.03818536177277565,0.298367228358984,neutral
50,236,ed084a1fa7,Happy monday  up and about going to tavares today. Hope everyone has a blessed day!,positive,0.004299473948776722,5.971858627162874e-06,0.9955937266349792,0.00010076857870444655,0.9954929580562748,positive
51,24286,5de255b7cb," Thanks!  Your name strikes me every time I see it, as a friend of mine uses belofsouthie as her email",positive,0.08031963557004929,5.356605470296927e-06,0.9029184579849243,0.01675655134022236,0.886161906644702,positive
52,24519,fe0dc960ea,mum just made me cry coz she said something so sweet to me  i love her so much! MUMS ARE THE BEST!,positive,0.0007123914547264576,8.55788130138535e-06,0.9992349147796631,4.41599877376575e-05,0.9991907547919254,positive
53,4440,cc732ad472,"7846 - almost catching  up, so gonna kick her ****, and woop i will b joing the 10k mile high club soon",negative,0.8067076802253723,0.0011613282840698957,0.18566791713237762,0.006463121622800827,0.1792047955095768,neutral
54,2490,98c0376ba8, bahah that would be really funny she would be really cut haha,positive,0.0004723146266769618,0.9969266057014465,0.002551777521148324,4.934579192195088e-05,0.002502431729226373,mixed
55,26569,93000a69d3,Drinking coffee....MMMMM.....coffee,neutral,0.9841049313545227,1.7757727164280368e-06,0.009808948263525963,0.006084322463721037,0.003724625799804926,neutral
56,10322,6ec8eb9348, Ohhhh! Ok! thought that I was going nuts!! Maybe they will pass through here on the way back!,positive,0.297804594039917,0.0007627751911059022,0.2795695662498474,0.42186301946640015,-0.14229345321655273,negative
57,17306,c0b5db0b3d, Thanx sis I`ll b sure to let them know how many people r praying w/them...,positive,0.33242517709732056,4.51009145763237e-05,0.6611109375953674,0.006418779958039522,0.6546921576373279,positive
58,18322,a6c4a1d9c7,_Mom Maybe people would start looking for us... like 'where`s Waldo' but 'where`s the CKC'?,neutral,0.9851780533790588,1.5392773775602109e-06,0.009960084222257137,0.004860276356339455,0.005099807865917683,neutral
59,13992,f2bc1cff88,Just had mothers day lunch here  http://twitpic.com/4wfeo,neutral,0.8584964871406555,8.934567631513346e-06,0.13660649955272675,0.004888142459094524,0.13171835709363222,neutral
60,23318,2a2b8edf2b,"happy mother`s day, mommy! hope you will have a good day",positive,0.02190137840807438,4.498597263591364e-06,0.9777723550796509,0.00032181345159187913,0.977450541628059,positive
61,12502,066a730dbc,my body is aching. I can barely move...but its worth it to be champs,negative,0.03073892928659916,0.26585808396339417,0.6346274614334106,0.06877552717924118,0.5658519342541695,positive
62,9239,7544811702,_precious06 sooo mad,neutral,0.5438129305839539,2.718658470257651e-05,0.04230218008160591,0.41385766863822937,-0.37155548855662346,neutral
63,24890,ff6d7db82a,"Back from SOAP, soooo fun.",positive,0.0011848154244944453,1.409468836754968e-06,0.998540997505188,0.00027286159456707537,0.9982681359106209,positive
64,1150,aa189955b1,  BUT THEY ARE EXPENSIVE.,negative,0.09780619293451309,3.224087049602531e-05,0.47964099049568176,0.42252063751220703,0.05712035298347473,positive
65,27189,68db75e4db, dont get too excited bby i hear thunder rolling in,negative,0.1613372415304184,0.2013212889432907,0.6123595237731934,0.024981960654258728,0.5873775631189346,positive
66,14094,8891e37f34, But yeah...I`m sad about my 'Ravenclaw' account. I love that account to bits.,neutral,0.028975266963243484,0.0006351032643578947,0.3813776671886444,0.5890119671821594,-0.20763429999351501,negative
67,22264,3646168972,"Whataburger closing all locations but tally  so harsh, might have to transfer schools",negative,0.3327975571155548,0.0013322486774995923,0.002014286583289504,0.6638559103012085,-0.661841623717919,negative
68,26270,2034d6dcb2, yes ma`am u do have a pretty smile. but you also won`t eat chipotle with me.,neutral,0.3695257604122162,0.13183404505252838,0.41356757283210754,0.0850725919008255,0.32849498093128204,positive
69,25756,b7c40eced7,i am up - dont want to be though  wish i had slept in more heather woke me up. i`ve got to work later but first i will read some twilight!,negative,0.14160649478435516,0.00011970474588451907,0.7900608777999878,0.06821293383836746,0.7218479439616203,positive
70,16990,417aa1add9,"#Beijing Good massage for you & Sexy girl & 100% real photo  13341015518 - w4 (Beijing): Hi, .. http://tinyurl.com/c48m6r",positive,0.11264435201883316,5.920317562413402e-06,0.8871991634368896,0.000150641702930443,0.8870485217339592,positive
71,3906,c6d9ab4ad1,"http://twitpic.com/4wry2 - look, , the rosemary in my back garden, in CameraBag`s 'Lolo' mode",neutral,0.9691560864448547,3.3624717161728768e-06,0.030554654076695442,0.0002859383821487427,0.0302687156945467,neutral
72,24884,7c3b508210, y r we giving up on people?  I actually thought that way for a while too before I found someone who is very intriguing,neutral,0.19492268562316895,3.6646299122367054e-05,0.5446085929870605,0.26043209433555603,0.2841764986515045,positive
73,22576,bb09bdd8b2,i dyed my hair back to super black again!,neutral,0.07370354980230331,9.588838111085352e-06,0.40229663252830505,0.5239901542663574,-0.12169352173805237,negative
74,23907,ff1462ff46,Mourning Venus` Third Round Loss....,negative,0.9867337942123413,1.8001254602495464e-06,0.005347538739442825,0.007916919887065887,-0.002569381147623062,neutral
75,22421,58c5ff24c8,thanks gourmetcook! But cold shower wouldn`t help.,negative,0.1542130708694458,0.0018759405938908458,0.826387882232666,0.01752307452261448,0.8088648077100515,positive
76,20999,77dbfbfb73,Tonight`s SNL does not dissapoint. LOL,negative,0.20917700231075287,9.849973139353096e-06,0.7891000509262085,0.001713074161671102,0.7873869767645374,positive
77,6640,b26deb5da5, same thing happens to me all the time,neutral,0.41637086868286133,0.00011741120397346094,0.04190816730260849,0.5416036248207092,-0.49969545751810074,negative
78,19452,7c2a0bb3de,Loving the cairns clan,positive,0.015171700157225132,5.036015409132233e-06,0.9847247004508972,9.853370283963159e-05,0.9846261667480576,positive
79,20918,672988516f, YES!!,neutral,0.03292297571897507,3.195200179106905e-06,0.9649457335472107,0.0021280767396092415,0.9628176568076015,positive
80,4471,93e36f1caf,"Don`t know what to do right now...pretty bored, but I refuse to study. Any suggestions?",negative,0.3469715416431427,0.00044181745033711195,0.0015214099548757076,0.6510652303695679,-0.6495438204146922,negative
81,12119,93cc9e2e1d,I am officially a kindergarten cop,neutral,0.9644898176193237,8.656164709464065e-07,0.03081958182156086,0.004689626861363649,0.02612995496019721,neutral
82,24438,a34bfcb613,making margaritas and about to watch Milk. Good times,positive,0.10336596518754959,7.787429240124766e-06,0.8884263634681702,0.00819987989962101,0.8802264835685492,positive
83,18153,09162e0abc," Ahh.  ... Well, I was hoping that I could learn some stuff on the way. ... Why not you and I work on separate things but also",positive,0.7455582022666931,1.975430677703116e-05,0.05642734095454216,0.19799475371837616,-0.141567412763834,neutral
84,20688,e01f0511a0,touchin the starss,neutral,0.43010666966438293,0.0002720752090681344,0.5287551283836365,0.040866054594516754,0.4878890737891197,positive
85,276,894e188d01,HAPPY MOTHERS DAY.!,positive,0.009380350820720196,6.246867087611463e-06,0.9885008335113525,0.0021125534549355507,0.986388280056417,positive
86,14580,d29ac7e599, What happened to Dave?,neutral,0.9902258515357971,1.6307745909216464e-06,0.000614711781963706,0.009157838299870491,-0.008543126517906785,neutral
87,524,f383ad9856,Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,positive,0.0013244074070826173,9.659523811933468e-07,0.9985608458518982,0.00011381420335965231,0.9984470316485385,positive
88,25006,8ba7a1720e," and by the way it`s short stack, not sway sway  sway sway baby is a song of theirs",neutral,0.4349989593029022,3.0392648113775067e-05,0.5397354364395142,0.025235170498490334,0.5145002659410238,positive
89,11625,74eb9eb872,Why did I agree to work on this gorgeous day?,neutral,0.045532844960689545,2.4445736926281825e-05,0.9501975178718567,0.004245248157531023,0.9459522697143257,positive
90,483,16370c0a2e,I`m missing crab legs and attending my going away instead!,negative,0.2735438346862793,1.0981983905367088e-05,0.574770987033844,0.15167425572872162,0.4230967313051224,positive
91,23755,f079511098,New baby arrived yesterday. A fab baby boy at 2.8 kilo  Very proud and happy,positive,0.003261882346123457,8.323556357936468e-06,0.9966968297958374,3.301078322692774e-05,0.9966638190126105,positive
92,3269,fdf5222cca,Which would be a lot easier to get if plane tickets to AZ didnt raise $80 in price,positive,0.5802428722381592,0.01494941022247076,0.1800214946269989,0.2247862070798874,-0.04476471245288849,neutral
93,20627,33c3801dfd,i`m just sooo in love....i think,positive,0.0060644615441560745,1.5541996845058748e-06,0.9935454726219177,0.0003885262121912092,0.9931569464097265,positive
94,26614,93bd3f9324, ohhhhh with ya,neutral,0.7120629549026489,0.00027596933068707585,0.25253310799598694,0.03512793779373169,0.21740517020225525,neutral
95,22848,c5bee8f356,Just chillin`.. I`m a bit bored boohoo  !,neutral,0.3292172849178314,0.017343781888484955,0.050300490111112595,0.6031385064125061,-0.5528380163013935,negative
96,22227,807a71e9d1, i cannot deal w/ this tweet. lol.,negative,0.4839020073413849,0.00026140676345676184,0.06586983054876328,0.449966698884964,-0.3840968683362007,neutral
97,6309,ca4b9c7919,woke up from napping  finally got the sleep i needed,positive,0.37973546981811523,0.0002762067597359419,0.5489814877510071,0.07100687175989151,0.47797461599111557,positive
98,23676,4d34639c6e,Sulking at home while it rained was poor strategy.  Now i`m watching the sun shine from a desk in the Robarts reference room.,negative,0.47397544980049133,0.0006000762805342674,0.40836936235427856,0.11705516278743744,0.2913141995668411,neutral
99,13165,9af20a2f7a,HaPPy Mothers Day!!!,positive,0.15841716527938843,1.9599160623329226e-06,0.8373952507972717,0.004185546655207872,0.8332097041420639,positive
100,21618,420d46f643,It`s starting to look like the  website may not happen in any form,negative,0.10990010201931,6.862454711153987e-07,0.002198240254074335,0.8879010081291199,-0.8857027678750455,negative
101,6062,6dee75f6ce, I`m on msn now,neutral,0.8796178102493286,2.9993043426657096e-06,0.1110745519399643,0.009304638020694256,0.10176991391927004,neutral
102,916,c16a52d2a7, nice clutch,positive,0.00446278415620327,7.346362963289721e-06,0.9954148530960083,0.00011494122009025887,0.995299911875918,positive
103,23357,c1ccec468f,watching americas next top model yah haha,positive,0.5511932373046875,0.0001740413426887244,0.4464334547519684,0.002199184847995639,0.44423426990397274,neutral
104,25769,2a23171680,"  sorry, I`m back.. food was calling my name..lol..all is good here  and HI! , sorry I haven`t said sooner lol",neutral,0.2723328471183777,0.00032113067572936416,0.7127140760421753,0.014632048085331917,0.6980820279568434,positive
105,3726,bcb2863df2," if I do that, I`ll have no pc",neutral,0.5705392360687256,4.9049394874600694e-05,0.04281848669052124,0.38659319281578064,-0.3437747061252594,neutral
106,23343,53ccdd0572, You bet!...I`ll be there in spirit (I`m in the UK really LOL) Like the pic BTW ****  x,positive,0.10495253652334213,6.06595449426095e-06,0.8943386077880859,0.0007027972606010735,0.8936358105274849,positive
107,125,6649f3558c, Not a prob hun,positive,0.7827253341674805,0.0009242066298611462,0.040694188326597214,0.1756562441587448,-0.1349620558321476,neutral
108,4920,fbbd0a36a0,Sitting here twittering~~up at 3 am yuk! I want some messages!  Blue Monday!!,neutral,0.2683119475841522,8.818200512905605e-06,0.7295297384262085,0.002149470616132021,0.7273802678100765,positive
109,8008,1bfbfda136,"sigh.. stayed up late cause was on a role w/ assessment, now I`m so tired my eyes r stinging & my head hurts.. & I still need 500 words",negative,0.083391934633255,4.4847906792711e-06,0.010015972889959812,0.9065876007080078,-0.896571627818048,negative
110,23143,448055f8d6,my pic is back..  out of the blue..,neutral,0.29388949275016785,1.7328547983197495e-05,0.06551340222358704,0.6405797600746155,-0.5750663578510284,negative
111,4079,50beac3041,_west and by music I meant awesome Christian artists.,positive,0.045780543237924576,4.700004501501098e-05,0.9516744017601013,0.0024981482420116663,0.9491762535180897,positive
112,24686,29dac23fcb, i can`t figure out how to listen to it from the internet,negative,0.27400606870651245,0.0007038035546429455,0.024468034505844116,0.700822114944458,-0.6763540804386139,negative
113,20991,2d2b117213, WTF!!!!  LMAO!!! *Just got hit in the head with bloody balls*,negative,0.11663488298654556,0.0013258499093353748,0.04979415610432625,0.8322451114654541,-0.7824509553611279,negative
114,16512,26e4fa628a,http://twitpic.com/4wh0l - im in love wit this fool from college hill,positive,0.30432114005088806,0.0001299461437156424,0.6712392568588257,0.024309637024998665,0.646929619833827,positive
115,18774,fa6fd14810, congrads on engagement/bridal shower! sounds like fun for upcoming 'jump out of the audience'  wd love to join in!,positive,0.032251156866550446,1.3421005860436708e-05,0.9670519232749939,0.000683539139572531,0.9663683841354214,positive
116,10051,9fcaa348c0,At the reception eating some nasty **** pasta Woot! But other than that its beautiful!,neutral,0.001587727922014892,0.9334853291511536,0.06273495405912399,0.0021919403225183487,0.060543013736605644,mixed
117,10519,8e39cb3b6f,I only have one day left in school  My 16th is approaching,neutral,0.5706716775894165,3.0942188459448516e-05,0.1330263316631317,0.29627108573913574,-0.16324475407600403,neutral
118,17464,79207fbab3,"Come on Kirk, hook up your Wii to the wifi....you can do eeet!",positive,0.3218305706977844,2.7771775421570055e-06,0.6658740639686584,0.012292646802961826,0.6535814171656966,positive
119,21478,87ba30555f,"My new design portfolio is finally on the web: http://www.designia.nl - Still needs some tweaking on the details but it`s ok for now,",neutral,0.7968472838401794,3.3143613109132275e-05,0.19469431042671204,0.008425313979387283,0.18626899644732475,neutral
120,16098,533a07da93,Golden Girls marathon about to end  #lofnotc,neutral,0.9365862607955933,1.1391442740205093e-06,0.06257510930299759,0.0008375128381885588,0.06173759646480903,neutral
121,18280,9bda7c0138, I agree. I danced with my dad to 'Kind & Generous' at my wedding. HUGE fan.,positive,0.07330017536878586,4.610437827068381e-06,0.9197243452072144,0.006970937829464674,0.9127534073777497,positive
122,7538,58cbdac642,Is at the botanical gardens and its beautiful but she forgot an extra memory card so no pictures today,positive,0.0138692082837224,0.9073081016540527,0.06093016266822815,0.01789247803390026,0.04303768463432789,mixed
123,5239,43e06613b9,Happy Star Wars Day everyone!  Whats everyone up to this rainy bank holiday?  I am heading out soon for coffee with my mum then shopping,positive,0.011223754845559597,4.464992798602907e-06,0.9886037111282349,0.00016808600048534572,0.9884356251277495,positive
124,6777,96b9af9a9b,forgot the montel quote  and it was a good one..,neutral,0.004830606747418642,3.868480234814342e-06,0.9929141998291016,0.002251270692795515,0.990662929136306,positive
125,85,3d2fcd78c8,Happy Star Wars day everyone! and Enjoy the holiday (UK),positive,0.008382566273212433,3.141509523629793e-06,0.9915801286697388,3.4189743018941954e-05,0.9915459389267198,positive
126,25754,cf94d6bb60, _defcon1 I gather you guys continued the drinking after I left?,neutral,0.9773434400558472,1.8885824601966306e-06,0.022374434396624565,0.0002802771341521293,0.022094157262472436,neutral
127,15701,ab447d7be6,Kakabalik lang from Tarlac. Good aftie.,positive,0.01782473549246788,1.4497875326924259e-06,0.9820828437805176,9.099513408727944e-05,0.9819918486464303,positive
128,5472,54c81c54bf,woke up.,neutral,0.471164345741272,0.039250459522008896,0.22150319814682007,0.268081933259964,-0.04657873511314392,neutral
129,16536,bd86d1998e,Just finished watching He`s Just Not That Into You.  Loved it.,positive,0.04165727645158768,9.87089424597798e-06,0.9543911814689636,0.003941664472222328,0.9504495169967413,positive
130,25099,febc97f069, LOLL im a college girl...bahahah i love these blogs they`re so funny!,positive,0.0022393856197595596,7.433499149556155e-07,0.9976906776428223,6.925275374669582e-05,0.9976214248890756,positive
131,17862,9abee8d4e9,2 more weeks of school not including weekends. omg right on. im so excited yet scared. omg. ahhhh. i can`t wait to grad.,neutral,0.072975754737854,0.004099148791283369,0.9114137887954712,0.011511212214827538,0.8999025765806437,positive
132,20509,98e834b2fa,Ughh. That Miley creature song has infested itself in my brain!,negative,0.09435078501701355,1.0625410141074099e-05,0.04702369123697281,0.858614981174469,-0.8115912899374962,negative
133,14326,77f0ca1130,"butterfly fly away- miley ray  , oh & happy mothers day <3 love u mami.",positive,0.04243641346693039,4.633654043573188e-06,0.9570837020874023,0.00047517652274109423,0.9566085255646612,positive
134,18921,173b6b6ee3, at the store! Lol I don`t have any liquour here,neutral,0.8464779257774353,5.672156476066448e-06,0.14906786382198334,0.004448579158633947,0.1446192846633494,neutral
135,18962,303b1cad71,Really!,neutral,0.25629061460494995,9.008326742332429e-05,0.62501060962677,0.11860872060060501,0.506401889026165,positive
136,10857,d1d2309e99,i hate rain and people.,negative,0.09339626878499985,0.0003616958565544337,0.018292762339115143,0.8879492878913879,-0.8696565255522728,negative
137,12141,a343a74b07,Man i hate church. Has to be done though. I like the way it makes other people feel good,neutral,0.053196072578430176,0.0014178560813888907,0.04958861321210861,0.8957974314689636,-0.846208818256855,negative
138,20746,d2d487b0e9, haha. Hope U have a Great Laugh as Laughter is the Best Medicine,positive,0.0034528155811131,1.0776298040582333e-06,0.9961346387863159,0.00041147982119582593,0.9957231589651201,positive
139,9340,4d519b3bc7," that is definitely an easier way of saying it, yes",positive,0.19403813779354095,2.9704640837735496e-05,0.7776529788970947,0.028279170393943787,0.7493738085031509,positive
140,18296,f9e26a302b, Hahahahahahahahahah! That tickled me so much!,positive,0.06570044904947281,0.0002710581466089934,0.9026836156845093,0.031344927847385406,0.8713386878371239,positive
141,9616,ffb65346f7,going to bed. i love the jonas brothers!! the last time me and megan were together was the weekend of the premiere of JONAS!! -lauryn <33,positive,0.009413009509444237,2.911673618655186e-06,0.9904667735099792,0.00011725269723683596,0.9903495208127424,positive
142,26094,103c6d1b10,Finally. Deleted her number from my phone contacts  #heartbreak,negative,0.21410657465457916,5.808037712995429e-06,0.028131213039159775,0.7577562928199768,-0.729625079780817,negative
143,1981,c3af043193,Morning all. I appear to have a bit of a sore head. Perhaps the bag of pork scratchings for dinner wasn`t such a good idea,negative,0.0732835903763771,6.2066155805950984e-06,0.0075162178836762905,0.9191940426826477,-0.9116778247989714,negative
144,17745,26b3a9cf93,"sooooooo NOT happy, wattching disney channel....rubbish rubbish rubbishhhhhh, didnt get my jonas 3d poster  the dude wasnt there but im..",negative,0.009475861676037312,4.773736236529658e-06,0.00020154216326773167,0.9903178215026855,-0.9901162793394178,negative
145,910,1841a654de,"Baby baby, it`s gonna be all right when I`m by your side and the whole world turns against you... I ? it when my Ipod randoms BSB songs",neutral,0.0888545960187912,6.892389137647115e-06,0.904447078704834,0.006691446993499994,0.897755631711334,positive
